0.02	-0.489208
0.04	-0.489208
0.06	-0.489208
0.08	-0.489208
0.10	-0.489208
0.12	-0.489208
0.14	-0.489208
0.16	-0.489208
0.18	-0.489208
0.20	-0.489208
0.22	-0.489208
0.24	-0.489208
0.26	-0.489208
0.28	-0.489208
0.30	-0.489208
0.32	-0.489208
0.34	-0.489208
0.36	-0.489208
0.38	-0.489208
0.40	-0.489208
0.42	-0.489208
0.44	-0.489208
0.46	-0.489208
0.48	-0.489208
0.50	-0.489208
0.52	-0.489208
0.54	-0.489208
0.56	-0.489208
0.58	-0.489208
0.60	-0.489208
0.62	-0.489208
0.64	-0.489208
0.66	-0.489208
0.68	-0.489208
0.70	-0.489208
0.72	-0.489208
0.74	-0.489208
0.76	-0.489208
0.78	-0.489208
0.80	-0.489208
0.82	-0.489208
0.84	-0.489208
0.86	-0.489208
0.88	-0.489208
0.90	-0.489208
0.92	-0.489208
0.94	-0.389954
0.96	-0.191733
0.98	0.048310
1.00	0.315999
1.02	0.594719
1.04	0.862247
1.06	1.087245
1.08	1.229392
1.10	1.246354
1.12	1.107739
1.14	0.812170
1.16	0.400545
1.18	-0.041944
1.20	-0.399530
1.22	-0.489208
1.24	-0.421404
1.26	0.018495
1.28	0.704713
1.30	1.504025
1.32	2.242004
1.34	2.749105
1.36	2.907441
1.38	2.683298
1.40	2.134754
1.42	1.392180
1.44	0.618425
1.46	-0.037893
1.48	-0.480843
1.50	-0.489208
1.52	-0.489208
1.54	-0.489208
1.56	-0.489208
1.58	-0.489208
1.60	-0.489208
1.62	-0.489208
1.64	-0.489208
1.66	-0.489208
1.68	-0.489208
1.70	-0.489208
1.72	-0.489208
1.74	-0.489208
1.76	-0.489208
1.78	-0.489208
1.80	-0.489208
1.82	-0.489208
1.84	-0.489208
1.86	-0.489208
1.88	-0.489208
1.90	-0.416290
1.92	-0.296623
1.94	-0.176602
1.96	-0.075330
1.98	-0.002948
2.00	0.041755
2.02	0.070264
2.04	0.100599
2.06	0.152159
2.08	0.240347
2.10	0.371922
2.12	0.541869
2.14	0.732522
2.16	0.915500
2.18	1.056632
2.20	1.123322
2.22	1.092794
2.24	0.959018
2.26	0.735942
2.28	0.455529
2.30	0.160633
2.32	-0.105491
2.34	-0.309868
2.36	-0.437291
2.38	-0.489208
2.40	-0.489208
2.42	-0.471289
2.44	-0.446794
2.46	-0.435631
2.48	-0.440015
2.50	-0.452366
2.52	-0.461297
2.54	-0.458143
2.56	-0.441218
2.58	-0.416190
2.60	-0.392807
2.62	-0.379815
2.64	-0.380609
2.66	-0.391613
2.68	-0.404069
2.70	-0.408224
2.72	-0.397911
2.74	-0.373314
2.76	-0.340714
2.78	-0.309397
2.80	-0.287246
2.82	-0.277097
2.84	-0.275512
2.86	-0.274490
2.88	-0.265215
2.90	-0.242089
2.92	-0.205171
2.94	-0.159975
2.96	-0.114790
2.98	-0.076859
3.00	-0.049182
3.02	-0.029389
3.04	-0.011124
3.06	0.012819
3.08	0.047070
3.10	0.091562
3.12	0.141577
3.14	0.189810
3.16	0.229382
3.18	0.256350
3.20	0.270614
3.22	0.274932
3.24	0.272709
3.26	0.265772
3.28	0.253312
3.30	0.232522
3.32	0.200598
3.34	0.157051
3.36	0.105099
3.38	0.051350
3.40	0.003778
3.42	-0.031142
3.44	-0.050873
3.46	-0.057709
3.48	-0.057684
3.50	-0.057973
3.52	-0.063916
3.54	-0.076947
3.56	-0.094305
3.58	-0.110595
3.60	-0.120424
3.62	-0.120924
3.64	-0.113039
3.66	-0.101061
3.68	-0.090695
3.70	-0.086561
3.72	-0.090271
3.74	-0.099887
3.76	-0.110936
3.78	-0.118454
3.80	-0.119118
3.82	-0.112547
3.84	-0.101261
3.86	-0.089429
3.88	-0.081024
3.90	-0.078211
3.92	-0.080618
3.94	-0.085687
3.96	-0.089816
3.98	-0.089733
4.00	-0.083497
4.02	-0.070813
4.04	-0.052716
4.06	-0.030933
4.08	-0.007334
4.10	0.016281
4.12	0.038080
4.14	0.056020
4.16	0.067875
4.18	0.071647
4.20	0.066246
4.22	0.052139
4.24	0.031600
4.26	0.008320
4.28	-0.013546
4.30	-0.030579
4.32	-0.041037
4.34	-0.045174
4.36	-0.044791
4.38	-0.042254
4.40	-0.039429
4.42	-0.037013
4.44	-0.034531
4.46	-0.030954
4.48	-0.025579
4.50	-0.018711
4.52	-0.011761
4.54	-0.006716
4.56	-0.005218
4.58	-0.007715
4.60	-0.013106
4.62	-0.019104
4.64	-0.023149
4.66	-0.023489
4.68	-0.019916
4.70	-0.013818
4.72	-0.007526
4.74	-0.003258
4.76	-0.002129
4.78	-0.003693
4.80	-0.006203
4.82	-0.007453
4.84	-0.005801
4.86	-0.000896
4.88	0.006216
4.90	0.013645
4.92	0.019575
4.94	0.023121
4.96	0.024723
4.98	0.025895
5.00	0.028470
5.02	0.033699
5.04	0.041625
5.06	0.051011
5.08	0.059852
5.10	0.066208
5.12	0.069000
5.14	0.068400
5.16	0.065670
5.18	0.062574
5.20	0.060613
5.22	0.060454
5.24	0.061762
5.26	0.063477
5.28	0.064349
5.30	0.063484
5.32	0.060657
5.34	0.056292
5.36	0.051190
5.38	0.046165
5.40	0.041779
5.42	0.038269
5.44	0.035651
5.46	0.033866
5.48	0.032870
5.50	0.032584
5.52	0.032777
5.54	0.032967
5.56	0.032492
5.58	0.030729
5.60	0.027425
5.62	0.022938
5.64	0.018236
5.66	0.014597
5.68	0.013093
5.70	0.014079
5.72	0.016927
5.74	0.020184
5.76	0.022096
5.78	0.021338
5.80	0.017599
5.82	0.011777
5.84	0.005664
5.86	0.001240
5.88	-0.000124
5.90	0.001783
5.92	0.005954
5.94	0.010615
