0.675	-0.54234
0.725	-0.39214
0.775	-0.15839
0.825	0.13529
0.875	0.50198
0.925	0.98707
0.975	1.45338
1.025	1.66826
1.075	1.5324
1.125	1.20859
1.175	0.84914
1.225	0.53737
1.275	0.27014
1.325	0.07979
1.375	-0.05463
1.425	-0.1901
1.475	-0.3323
1.525	-0.43903
1.575	-0.52022
1.625	-0.568
1.675	-0.57865
1.725	-0.57036
1.775	-0.52333
1.825	-0.43368
1.875	-0.33013
1.925	-0.23617
1.975	-0.15987
2.025	-0.08145
2.075	-0.02054
2.125	0.01809
2.175	0.05512
2.225	0.05238
2.275	0.03986
2.325	0.02139
2.375	-0.00374
2.425	-0.03486
2.475	-0.08596
2.525	-0.12722
2.575	-0.16305
2.625	-0.1964
2.675	-0.20201
2.725	-0.20022
2.775	-0.19572
2.825	-0.17401
2.875	-0.15321
2.925	-0.12356
2.975	-0.09102
3.025	-0.05794
3.075	-0.01798
3.125	0.03534
3.175	0.07872
3.225	0.12323
3.275	0.1597
3.325	0.18008
3.375	0.18384
3.425	0.18243
3.475	0.1754
3.525	0.16769
3.575	0.13266
3.625	0.0882
3.675	0.05701
3.725	0.0211
3.775	-0.00796
3.825	-0.03378
3.875	-0.04118
3.925	-0.04619
3.975	-0.02874
4.025	-0.01593
4.075	0.01415
4.125	0.02548
4.175	0.06313
4.225	0.09951
4.275	0.12618
4.325	0.16869
4.375	0.19946
4.425	0.21058
4.475	0.22023
4.525	0.22497
4.575	0.20609
4.625	0.17043
4.675	0.15139
4.725	0.12669
4.775	0.08139
4.825	0.03601
4.875	0.00309
4.925	-0.03699
4.975	-0.06636
5.025	-0.07035
5.075	-0.08489
5.125	-0.11439
5.175	-0.11336
5.225	-0.13269
5.275	-0.15591
5.325	-0.14677
5.375	-0.14403
5.425	-0.14513
5.475	-0.15082
5.525	-0.14838
5.575	-0.15236
5.625	-0.15712
5.675	-0.14693
5.725	-0.13572
5.775	-0.13954
5.825	-0.12514
5.875	-0.1191
5.925	-0.11792
5.975	-0.08224
6.025	-0.06034
6.075	-0.03951
6.125	0.00479
6.175	0.02396
6.225	0.05591
6.275	0.09418
6.325	0.13281
6.375	0.1554
6.425	0.16603
6.475	0.18237
6.525	0.19818
6.575	0.18317
6.625	0.15431
6.675	0.17176
6.725	0.14062
6.775	0.137
6.825	0.12616
6.875	0.09629
6.925	0.07639
6.975	0.06593
7.025	0.02299
7.075	0.01964
7.125	0.0149
7.175	0.00066
7.225	0.01323
7.275	0.00211
7.325	-0.01178
7.375	-0.00415
7.425	-0.00437
7.475	0.01333
7.525	0.02907
7.575	0.03404
7.625	0.03339
7.675	0.01676
7.725	0.01528
7.775	0.0132
7.825	0.02275
7.875	-0.02149
7.925	-0.07386
7.975	-0.08429
